Name,Magnitude H,Magnitude G,Mean anomaly,Arg. perihelion,Long. node,Inclination,Eccentricity,Semimajor axis,Epoch (MJD)
1757 PORVOO,13.36,0.15,269.31971,148.87135,39.698376,3.97669,0.1247042,2.3516947,48800
1758 NAANTALI,10.9,0.15,165.49054,121.74016,114.02587,10.81732,0.0374536,3.0057882,48800
1759 KIENLE,13.15,0.15,186.93212,205.32343,159.06537,4.573835,0.3162105,2.6499789,48800
1760 SANDRA,11.5,0.15,179.49288,336.37201,232.93025,8.436071,0.1214245,3.1520751,48800
1761 EDMONDSON,11.4,0.15,110.85378,51.166405,77.141932,2.469044,0.2434376,3.1571053,48800
1762 RUSSELL,11.8,0.15,324.47922,231.91442,161.00819,2.270003,0.077171,2.8761096,48800
1763 WILLIAMS,12.6,0.15,17.607726,28.285818,304.83744,4.243149,0.204519,2.1885693,48800
1764 COGSHALL,11.2,0.15,212.42694,82.251131,152.48928,2.227691,0.1301961,3.0861498,48800
1765 WRUBEL,9.92,0.15,156.44611,259.60194,71.476097,19.93911,0.183164,3.1695178,48800
1766 SLIPHER,11.7,0.15,195.03959,171.38322,189.00653,5.222617,0.0860004,2.7506958,48800
1767 LAMPLAND,12.2,0.15,268.07653,139.57601,192.50699,9.833415,0.096856,3.0196681,48800
1768 APPENZELLA,12.7,0.15,333.1481,18.372214,12.747541,3.279888,0.180347,2.4504104,48800
1769 CARLOSTORRES,13.7,0.15,16.786468,23.629207,319.69558,1.593924,0.1424546,2.1785878,48800
1770 SCHLESINGER,12.2,0.15,8.640336,40.042779,22.054009,5.30263,0.0598427,2.4570496,48800
1771 MAKOVER,10.1,0.15,210.30033,319.20683,86.603821,11.254223,0.179212,3.1173515,48800
1772 GAGARIN,12.82,0.15,357.01305,90.592012,88.675185,5.746596,0.1033335,2.528901,48800
1773 RUMPELSTILZ,11.9,0.15,96.103883,167.57376,74.917898,5.396462,0.1270912,2.436744,48800
1774 KULIKOV,12.5,0.15,292.56892,248.98898,175.61555,1.846821,0.068317,2.8775309,48800
1775 ZIMMERWALD,12.1,0.15,150.30913,82.724793,196.52535,12.587001,0.1844055,2.6015481,48800
1776 KUIPER,11,0.15,212.52368,273.01799,177.16039,9.455884,0.0227929,3.1042284,48800
1777 GEHRELS,11.1,0.15,62.122885,135.79501,335.17879,3.163345,0.0206297,2.6273079,48800
1778 ALFVEN,11.6,0.15,14.968726,124.96996,107.15537,2.459545,0.1200312,3.1497864,48800
1779 PARANA,14.2,0.15,38.636201,10.828282,254.95056,0.893999,0.160304,2.1757991,48800
1780 KIPPES,10.68,0.15,226.89295,330.55166,291.75223,8.994534,0.056322,3.0146559,48800
1781 VANBIESBROECK,12.7,0.15,45.095956,341.86304,44.882065,6.940985,0.1071558,2.3944909,48800
1782 SCHNELLER,11.3,0.15,89.651609,110.21825,157.56655,1.539112,0.1537897,3.1168919,48800
1783 ALBITSKIJ,11.8,0.15,97.634304,313.65075,189.84642,11.476625,0.1349444,2.6608535,48800
1784 BENGUELLA,12.3,0.15,104.15362,185.26871,95.304701,1.472971,0.1315219,2.4053589,48800
1785 WURM,12.7,0.15,110.63903,246.0798,283.63137,3.773002,0.0688062,2.2359328,48800
1786 RAAHE,11.4,0.15,127.01207,346.08382,16.819885,10.439618,0.1040736,3.0233233,48800
1787 CHINY,11.7,0.15,158.87091,277.77298,307.56425,8.914111,0.0527973,3.0024229,48800
1788 KIESS,11.9,0.15,111.39712,143.36286,161.96193,0.665534,0.1676589,3.1051564,48800
1789 DOBROVOLSKY,13,0.15,322.31936,214.82491,102.16196,1.975849,0.18808,2.2133774,48800
1790 VOLKOV,12.5,0.15,217.93546,147.17339,2.248032,5.117507,0.1007959,2.2382656,48800
1791 PATSAYEV,11.8,0.15,218.88692,72.793965,199.40241,5.365711,0.1422943,2.7465065,48800
1792 RENI,12.03,0.15,155.61608,323.7018,73.023489,9.000846,0.2797103,2.7774126,48800
1793 ZOYA,12.6,0.15,107.84611,322.64775,226.33122,1.504133,0.0976599,2.2238893,48800
1794 FINSEN,11.08,0.15,23.45405,334.6676,221.77618,14.556888,0.1637318,3.1174246,48800
1795 WOLTJER,11.8,0.15,12.695525,78.298554,192.77999,7.53845,0.1881332,2.7867183,48800
1796 RIGA,9.84,0.15,121.01714,6.792982,187.51887,22.758683,0.0664121,3.3407689,48800
1797 SCHAUMASSE,12.3,0.15,260.89094,354.9146,29.875459,3.146659,0.0245883,2.2364503,48800
1798 WATTS,12.8,0.15,236.27551,3.558692,44.459971,6.200806,0.1225971,2.1988059,48800
1799 KOUSSEVITZKY,10.9,0.15,323.07001,192.57423,157.06301,11.510359,0.1267458,3.0226667,48800
1800 AGUILAR,12.6,0.15,204.27726,214.14546,124.40397,5.782621,0.134519,2.358438,48800
1801 TITICACA,11,0.15,124.48339,11.399151,78.052996,10.983796,0.0772311,3.0159402,48800
1802 ZHANGHENG,11.9,0.15,220.55718,295.47965,142.82332,2.680938,0.0372565,2.8429122,48800
1803 ZWICKY,12,0.15,317.51477,253.54991,337.60314,21.553882,0.2495412,2.3487816,48800
1804 CHEBOTAREV,11.7,0.15,192.59943,306.65657,325.9868,3.645527,0.0219082,2.4100255,48800
1805 DIRIKIS,11,0.15,40.095733,86.728244,79.118616,2.521044,0.1271304,3.1271166,48800
1806 DERICE,12,0.15,244.02815,193.04196,271.41501,3.839417,0.1063665,2.2369124,48800
1807 SLOVAKIA,12.1,0.15,74.938666,139.51105,236.7456,3.481147,0.1780274,2.2260348,48800
1808 BELLEROPHON,12.1,0.15,312.67313,45.911232,13.699016,2.045199,0.1793737,2.7483278,48800
1809 PROMETHEUS,12.1,0.15,154.95659,229.88479,99.832266,3.259109,0.0992806,2.9274835,48800
1810 EPIMETHEUS,12.3,0.15,125.18049,203.2168,254.42181,4.031386,0.0924084,2.2237206,48800
1811 BRUWER,10.7,0.15,297.86005,137.60676,168.52894,8.523034,0.0927036,3.1443258,48800
1812 GILGAMESH,11.3,0.15,324.57193,260.10974,179.13398,10.266358,0.0761556,3.0087046,48800
1813 IMHOTEP,11.6,0.15,237.19709,167.27688,35.469258,8.110472,0.0821927,2.6820558,48800
1814 BACH,13.8,0.15,46.955496,65.404363,20.534769,4.351361,0.1306601,2.2262005,48800
1815 BEETHOVEN,11.36,0.15,295.7273,353.35156,111.38545,2.715217,0.1733105,3.1734943,48800
1816 LIBERIA,12.3,0.15,278.99905,340.22561,153.53122,26.135581,0.219118,2.338636,48800
1817 KATANGA,11.8,0.15,209.59922,140.28847,88.986363,25.71688,0.1907112,2.3714309,48800
1818 BRAHMS,14.7,0.15,226.39326,74.046421,249.78805,2.975913,0.1777233,2.1648114,48800
1819 LAPUTA,10.2,0.15,325.10844,165.83261,122.65713,23.786921,0.2162293,3.1524676,48800
1820 LOHMANN,13,0.15,62.576025,168.7606,145.36332,4.997294,0.2109114,2.1980451,48800
1821 ACONCAGUA,13.3,0.15,159.59674,349.35641,297.84612,2.111628,0.2032798,2.37705,48800
1822 WATERMAN,13.6,0.15,89.293124,29.883098,221.58562,0.949736,0.152286,2.1706066,48800
1823 GLIESE,12.9,0.15,187.53206,296.24791,310.41186,2.895379,0.1352737,2.2256283,48800
1824 HAWORTH,11.4,0.15,198.63909,66.530934,15.40663,1.93845,0.0430352,2.8836974,48800
1825 KLARE,11.8,0.15,160.23347,143.02708,289.18837,4.041667,0.1169669,2.675569,48800
1826 MILLER,10.9,0.15,327.50966,160.5019,274.71858,9.209198,0.0779128,2.9986068,48800
1827 ATKINSON,12.39,0.15,170.87747,238.60789,221.20856,4.514858,0.1818477,2.7069887,48800
1828 KASHIRINA,10.9,0.15,244.08638,220.64107,185.05865,14.302506,0.1162905,3.0567508,48800
1829 DAWSON,12.5,0.15,318.94342,141.74378,293.73997,6.333343,0.1202201,2.2511732,48800
1830 POGSON,12.45,0.15,239.29096,334.96556,147.64804,3.952487,0.0562491,2.1885074,48800
1831 NICHOLSON,12.8,0.15,34.614033,183.1304,72.784227,5.635676,0.1274714,2.2393124,48800
1832 MRKOS,11,0.15,306.03323,85.920648,303.76078,15.004532,0.1151776,3.2069727,48800
1833 SHMAKOVA,11.98,0.15,140.9569,152.14333,158.58999,9.994873,0.1129801,2.6338497,48800
1834 1969QP,11.5,0.15,181.85104,353.95718,268.67566,9.442945,0.0779967,3.0201803,48800
1835 GAJDARIYA,11.5,0.15,157.83278,78.758146,297.51714,0.988868,0.0877035,2.8362882,48800
1836 KOMAROV,11.3,0.15,200.08971,11.245762,273.33256,7.007845,0.1914052,2.7839177,48800
1837 OSITA,12.9,0.15,206.0774,314.74458,281.30674,3.846577,0.0860682,2.205422,48800
1838 URSA,10.6,0.15,127.42179,80.126955,44.519974,22.038995,0.0276629,3.209093,48800
1839 RAGAZZA,11.8,0.15,141.3691,349.98358,51.239449,10.176771,0.1671732,2.8015016,48800
1840 HUS,11.6,0.15,26.335462,24.06753,40.782362,2.418342,0.014294,2.9165013,48800
1841 MASARYK,10.8,0.15,320.80134,123.67817,45.679452,2.634836,0.0870182,3.4298748,48800
1842 HYNEK,12.41,0.15,202.44425,125.12771,153.70261,5.348376,0.1811794,2.2658655,48800
1843 JARMILA,11.6,0.15,83.23621,30.665042,267.32702,8.441829,0.1712774,2.6511777,48800
1844 SUSILVA,11,0.15,143.94202,69.665104,99.880584,11.802665,0.0430885,3.0180556,48800
1845 HELEWALDA,11.3,0.15,243.58771,320.53454,142.9963,10.693412,0.051654,2.9719032,48800
1846 BENGT,13.1,0.15,240.4754,75.030396,19.296565,3.192399,0.1415884,2.3387904,48800
1847 STOBBE,11,0.15,299.19516,131.99776,107.34168,11.13653,0.0188012,2.6117848,48800
1848 DELVAUX,10.9,0.15,77.311588,313.41897,332.52593,1.446372,0.046084,2.8710981,48800
1849 KRESAK,11.6,0.15,132.54883,104.43437,50.912442,10.75979,0.0110271,3.0538324,48800
1850 KOHOUTEK,12.8,0.15,259.04604,190.19295,69.114983,4.053608,0.1260583,2.2511254,48800
1851 LACROUTE,12.3,0.15,224.56212,345.46425,24.964888,1.672424,0.1895685,3.1056623,48800
1852 CARPENTER,11.1,0.15,152.54909,349.71403,95.884292,11.196105,0.068766,3.011821,48800
1853 MCELROY,10.5,0.15,206.38117,98.951913,299.1904,15.78222,0.0542422,3.0616772,48800
1854 SKVORTSOV,12.3,0.15,260.52741,273.42852,189.64708,4.902546,0.1356161,2.540097,48800
1855 KOROLEV,12.5,0.15,116.36783,348.71134,191.27151,3.073452,0.08415,2.2474862,48800
1856 RUZENA,12.6,0.15,62.202417,55.313814,186.11017,4.737676,0.0792498,2.2369807,48800
1857 PARCHOMENKO,12.3,0.15,21.709938,173.19555,236.37111,4.391952,0.1341796,2.2434246,48800
1858 LOBACHEVSKIJ,11.5,0.15,216.13298,14.135906,272.70713,1.655856,0.0771479,2.6992048,48800
1859 KOVALEVSKAYA,10.2,0.15,255.37595,249.96227,343.59042,7.731899,0.1084527,3.2041216,48800
1860 BARBAROSSA,11.7,0.15,265.89868,162.38417,133.09874,9.939191,0.2030641,2.5680499,48800
1861 KOMENSKY,11.8,0.15,162.03878,261.04621,24.203071,10.4845,0.0695051,3.016343,48800
1862 APOLLO,16.25,0.09,211.98516,285.62238,35.94463,6.355318,0.5600322,1.4712443,48800
1863 ANTINOUS,15.54,0.15,350.6111,266.85836,347.57817,18.423663,0.605814,2.2603743,48800
1864 DAEDALUS,14.85,0.15,288.27712,325.44523,6.796024,22.180801,0.6148896,1.4610479,48800
1865 CERBERUS,16.84,0.15,46.806216,325.1015,213.0754,16.087704,0.4670388,1.0802108,48800
1866 SISYPHUS,13,0.15,205.90969,292.98105,63.721736,41.15168,0.5391703,1.8936023,48800
1867 DEIPHOBUS,8.61,0.15,171.79391,357.59286,283.67649,26.875133,0.0431523,5.1548284,48800
1868 THERSITES,9.3,0.15,238.44093,169.12349,197.82349,16.783785,0.1081391,5.2779715,48800
1869 PHILOCTETES,11,0.15,217.38224,321.08138,44.26439,3.964288,0.0632108,5.3111732,48800
1870 GLAUKOS,11.5,0.15,164.15739,130.56009,176.38824,6.572477,0.0308673,5.2484581,48800
1871 ASTYANAX,11,0.15,145.73989,161.1829,145.77216,8.566107,0.0330694,5.3262012,48800
1872 HELENOS,11.2,0.15,182.09017,115.42349,189.17121,14.707843,0.0439288,5.2130461,48800
1873 AGENOR,10.5,0.15,271.24555,355.22652,197.95592,21.850204,0.0918512,5.2607924,48800
1874 KACIVELIA,11,0.15,63.495098,192.58657,160.0682,4.866636,0.3010091,3.132689,48800
1875 1969QQ,12.4,0.15,45.293417,139.81109,194.17114,13.417112,0.1768497,3.1247839,48800
1876 NAPOLITANIA,14.7,0.15,352.15698,242.98584,304.65154,23.11583,0.0480931,1.9644323,48800
1877 MARSDEN,10.7,0.15,164.74523,308.48998,353.1849,17.55393,0.2113137,3.9394147,48800
1878 HUGHES,11.5,0.15,306.58334,292.51736,188.20669,1.770992,0.0107911,2.844914,48800
1879 BROEDERSTROOM,12.5,0.15,271.84768,173.30772,250.37352,1.720214,0.1484651,2.2458648,48800
1880 MCCROSKY,12.1,0.15,183.92704,186.04396,117.20781,4.844079,0.0751365,2.6746274,48800
1881 SHAO,11.1,0.15,102.61765,71.985643,218.37407,9.880209,0.1118508,3.1624801,48800
1882 RAUMA,11.1,0.15,315.12523,128.6384,201.60658,9.472198,0.0976208,3.0053105,48800
1883 RIMITO,13.1,0.15,88.571902,330.3165,75.06719,25.470522,0.2616593,2.4147402,48800
1884 SKIP,11.7,0.15,67.082336,110.20785,353.96729,21.771092,0.2647755,2.4252876,48800
1885 HERERO,13.7,0.15,354.23758,5.171256,326.67896,5.673451,0.2486332,2.2495874,48800
1886 LOWELL,11.9,0.15,14.470531,216.8303,82.638761,14.919968,0.1598444,2.6254334,48800
1887 VIRTON,11.3,0.15,1.469014,28.165236,349.24266,9.637393,0.1150035,3.0050383,48800
1888 ZUCHONG-ZHI,11.7,0.15,241.90759,232.62728,245.05645,5.860985,0.1630147,2.5498069,48800
1889 PAKHMUTOVA,10.8,0.15,173.22205,76.567506,56.160401,13.190544,0.1126391,3.0906279,48800
1890 KONOSHENKOVA,10.8,0.15,134.01882,20.740448,70.537991,9.897282,0.1392938,3.2092511,48800
1891 GONDOLA,12,0.15,64.276571,8.529252,322.24584,11.507785,0.0704381,2.7058175,48800
1892 LUCIENNE,12.1,0.15,91.768981,93.179507,315.93617,13.990548,0.0895552,2.4621446,48800
1893 JAKOBA,11.9,0.15,310.06971,243.95713,64.825825,10.033165,0.0533189,2.7075041,48800
1894 HAFFNER,11.9,0.15,96.736243,114.41169,258.98054,0.904675,0.0711553,2.886568,48800
1895 LARINK,11.8,0.15,191.27265,54.934892,45.741044,1.830097,0.1665249,3.1732775,48800
1896 BEER,14,0.15,262.39621,180.00871,182.37507,2.219077,0.2225283,2.3672392,48800
1897 HIND,13.4,0.15,47.536816,268.5664,63.638366,4.057691,0.1429553,2.2829558,48800
1898 COWELL,11.9,0.15,276.60332,233.8214,163.73977,1.017533,0.1732755,3.1135562,48800
1899 CROMMELIN,13.3,0.15,250.7207,127.99854,52.359047,7.278718,0.1060041,2.2648553,48800
1900 KATYUSHA,12.2,0.15,113.23554,142.26114,282.18033,6.543965,0.1348971,2.2097647,48800
1901 MORAVIA,11.2,0.15,72.261919,136.66271,95.102877,24.013897,0.0611161,3.2492654,48800
1902 SHAPOSHNIKOV,9.51,0.15,117.70134,269.98547,59.73173,12.504841,0.2234582,3.9681939,48800
1903 ADZHIMUSHKAJ,10.5,0.15,49.330215,353.08286,135.65814,10.978016,0.0537958,3.0023448,48800
1904 MASSEVITCH,11.3,0.15,25.584266,259.67233,106.7647,12.82692,0.0744332,2.7437078,48800
1905 AMBARTSUMIAN,13.5,0.15,10.525234,60.915143,201.64632,2.612336,0.1618476,2.2234703,48800
1906 NAEF,12.7,0.15,135.67461,14.126023,355.09205,6.472322,0.1337949,2.3745362,48800
1907 RUDNEVA,11.8,0.15,105.81131,62.079929,152.3424,3.208976,0.0434225,2.5460622,48800
1908 POBEDA,11.7,0.15,142.22356,221.5109,14.854124,4.781576,0.0377541,2.8911862,48800
1909 ALEKHIN,12.3,0.15,173.22946,4.459316,227.90303,1.774446,0.2214135,2.4253973,48800
1910 MIKHAILOV,10.7,0.15,136.95097,318.22026,201.45157,10.322648,0.0458859,3.0478893,48800
1911 SCHUBART,10.11,0.15,72.432092,184.50565,285.74729,1.648582,0.1645311,3.9864312,48800
1912 ANUBIS,11.4,0.15,120.32412,318.28622,76.53953,3.159919,0.0919067,2.9068801,48800
1913 SEKANINA,11.5,0.15,0.995763,33.116635,359.15964,1.577952,0.0768579,2.8795186,48800
1914 HARTBEESPOORTDAM,12.4,0.15,253.90473,158.34816,120.84244,5.681306,0.1492548,2.405893,48800
1915 QUETZALCOATL,18.97,0.1,293.54441,347.9083,163.06092,20.458104,0.5743854,2.5365491,48800
1916 BOREAS,14.93,0.15,126.73582,335.29257,340.9347,12.858208,0.4505365,2.27173,48800
1917 CUYO,13.9,0.15,306.50835,194.14838,188.51975,23.984379,0.5052602,2.1492824,48800
1918 AIGUILLON,12.2,0.15,7.382964,237.85439,195.81026,9.218595,0.1169226,3.1991936,48800
1919 CLEMENCE,13.45,0.15,160.41532,99.681367,357.15326,19.339965,0.0951605,1.9358301,48800
1920 SARMIENTO,14.17,0.15,257.82304,316.60427,64.179475,22.801048,0.1060002,1.9298152,48800
1921 PALA,14.3,0.15,75.265176,18.179416,353.26235,19.602726,0.4085253,3.2440753,48800
1922 ZULU,11.6,0.15,106.25116,31.602541,226.57765,35.39002,0.4775862,3.2462605,48800
1923 OSIRIS,13.1,0.15,44.189704,105.66139,353.24852,4.959801,0.0644427,2.4357992,48800
1924 HORUS,12.8,0.15,189.924,151.98606,350.56047,2.740396,0.1322708,2.3395247,48800
1925 FRANKLIN-ADAMS,12,0.15,66.098352,241.7878,113.8982,7.718056,0.1779743,2.5514662,48800
1926 DEMIDDELAER,11.6,0.15,97.667964,89.456072,93.899303,13.735738,0.1056853,2.6570588,48800
1927 SUVANTO,11.6,0.15,50.692029,96.567422,27.333076,13.378813,0.1504353,2.6499607,48800
1928 SUMMA,12.68,0.15,293.33597,157.14253,180.88425,4.560261,0.2001663,2.4772087,48800
1929 KOLLAA,12.2,0.15,250.42183,70.635443,65.708201,7.773564,0.0756928,2.3627094,48800
1930 LUCIFER,10.9,0.15,294.39997,341.95145,318.90763,14.093048,0.1428729,2.8971335,48800
1931 1969QB,13.2,0.15,220.16699,163.03772,182.67954,8.219797,0.2722382,2.5414669,48800
1932 JANSKY,13.6,0.15,157.32122,303.76345,189.20975,1.88712,0.1584173,2.3717479,48800
1933 TINCHEN,12.9,0.15,323.7638,213.56488,165.14747,6.8855,0.1237808,2.3529998,48800
1934 JEFFERS,12.8,0.15,134.07086,294.71599,86.799395,23.148972,0.2988024,2.391178,48800
1935 LUCERNA,13,0.15,117.11082,198.08907,200.36162,9.557599,0.2265443,2.6294849,48800
1936 LUGANO,11.1,0.15,19.95602,254.15135,265.71468,10.237478,0.1407586,2.674502,48800
1937 LOCARNO,11.9,0.15,143.09956,225.70262,79.31521,12.471441,0.1578182,2.3766089,48800
1938 LAUSANNA,13,0.15,138.18728,64.363374,171.91203,3.330418,0.1591611,2.2366032,48800
1939 LORETTA,10.8,0.15,176.09118,193.95092,40.515473,0.913325,0.1277983,3.1211717,48800
1940 WHIPPLE,11,0.15,117.74502,185.68888,264.39178,6.551317,0.0714505,3.0576635,48800
1941 WILD,11.5,0.15,222.17597,303.63989,60.77653,3.951635,0.2811091,3.9779536,48800
1942 JABLUNKA,13,0.15,218.61299,11.615469,346.58401,24.365067,0.1843572,2.3185476,48800
1943 ANTEROS,15.75,0.15,71.104936,338.12325,246.48603,8.701611,0.2558827,1.4303452,48800
1944 GUNTER,14.4,0.15,341.73327,124.44194,212.74299,5.48021,0.2372755,2.2397786,48800
1945 WESSELINK,12.2,0.15,35.608008,194.38091,142.97198,4.212173,0.1792899,2.5545125,48800
1946 WALRAVEN,11.9,0.15,152.42389,339.50025,17.510245,8.164319,0.2345991,2.294889,48800
1947 ISO-HEIKKILA,10.8,0.15,49.209541,115.83508,91.724872,11.864919,0.03428,3.1533071,48800
1948 KAMPALA,11.8,0.15,71.781417,180.04534,23.619778,5.825052,0.1670711,2.5350391,48800
1949 MESSINA,13.4,0.15,40.25057,65.740563,265.57663,4.649928,0.2316268,2.3827522,48800
1950 WEMPE,12.5,0.15,283.07257,52.776906,70.125126,4.223323,0.0843758,2.1784822,48800
1951 LICK,14.7,0.15,90.987853,140.47689,130.82459,39.091696,0.0616394,1.3905131,48800
1952 HESBURGH,10.32,0.15,331.5252,332.65579,78.851503,14.239198,0.1455943,3.1086593,48800
1953 RUPERTWILDT,11.8,0.15,133.00702,328.80369,74.459474,2.460372,0.1737856,3.1207369,48800
1954 KUKARKIN,11.3,0.15,324.22879,69.053062,278.91037,14.869173,0.3124615,2.9341358,48800
1955 MCMATH,11.9,0.15,313.68574,152.60521,258.94957,0.999959,0.0638342,2.8554314,48800
1956 ARTEK,11.9,0.15,247.61955,334.45646,154.16111,1.462957,0.0907839,3.215814,48800
1957 ANGARA,11.36,0.15,39.397338,216.60573,51.137569,11.181844,0.0564878,3.0093857,48800
1958 CHANDRA,10.7,0.15,11.070435,321.70997,345.23556,10.557192,0.1671037,3.1042687,48800
1959 KARBYSHEV,12.9,0.15,230.10772,31.324645,285.34266,6.197073,0.1326761,2.3169625,48800
1960 GUISAN,11.93,0.15,335.95924,263.18856,22.622753,8.46612,0.1248423,2.5249547,48800
1961 DUFOUR,10.6,0.15,40.655846,57.976918,29.950186,6.6352,0.1083303,3.203527,48800
1962 DUNANT,11.9,0.15,118.39446,6.407751,15.997876,1.596815,0.2176572,3.21164,48800
1963 BEZOVEC,10.91,0.15,260.04596,355.67989,107.14311,25.007889,0.2089766,2.4233624,48800
1964 LUYTEN,13.2,0.15,48.176169,162.4397,239.07493,2.367175,0.192425,2.4662348,48800
1965 VANDEKAMP,11.9,0.15,205.31518,342.28421,88.365862,2.224938,0.1089048,2.5673936,48800
1966 TRISTAN,13.5,0.15,289.83476,57.593165,125.80412,2.483925,0.0886259,2.4479855,48800
1967 MENZEL,12.3,0.15,347.45845,347.08953,57.974239,3.903353,0.1387832,2.2332021,48800
1968 MEHLTRETTER,11.5,0.15,36.699164,162.96284,71.788934,4.595474,0.1090482,2.7399739,48800
1969 ALAIN,11.6,0.15,152.49458,348.10546,209.8017,3.321347,0.1470612,3.0995118,48800
1970 1954ER,12,0.15,117.44299,191.07079,312.85715,7.095954,0.1598379,2.7799233,48800
1971 HAGIHARA,12.1,0.15,347.55717,116.87019,300.73247,8.682793,0.0796118,2.9947869,48800
1972 YIXING,13.38,0.21,112.07835,31.990848,46.924441,4.135523,0.1688482,2.4189549,48800
1973 COLOCOLO,11.6,0.15,50.305694,163.03861,183.78681,10.61895,0.0940234,3.1757985,48800
1974 CAUPOLICAN,11.9,0.15,123.935,96.685385,168.68647,10.220116,0.0995,3.1632907,48800
1975 PIKELNER,11.9,0.15,293.11616,185.14773,170.61207,6.302321,0.1183325,2.800937,48800
1976 KAVERIN,13.5,0.15,13.010071,119.55286,90.999817,2.373031,0.0755974,2.38049,48800
1977 SHURA,11.4,0.15,326.94139,309.04939,332.70629,7.76672,0.0716016,2.7805182,48800
1978 PATRICE,13,0.15,122.55439,268.13509,54.563257,4.346643,0.2146886,2.193681,48800
1979 SAKHAROV,13.5,0.15,199.66664,220.00339,202.93011,6.052099,0.1004714,2.3735893,48800
1980 TEZCATLIPOCA,13.92,0.15,232.2788,115.27067,246.76159,26.846131,0.3652804,1.7095393,48800
1981 MIDAS,15,0.15,25.457265,267.68462,357.1886,39.844827,0.6497906,1.7762314,48800
1982 CLINE,12.5,0.15,316.51881,279.28009,42.62283,6.84337,0.2497897,2.3099737,48800
1983 BOK,12.6,0.15,285.35546,345.59814,23.926647,9.401148,0.09979,2.6209648,48800
1984 FEDYNSKIJ,11.1,0.15,261.48297,130.40784,186.08841,4.786143,0.0821929,3.013957,48800
1985 HOPMANN,10.8,0.15,141.46996,228.80188,305.95141,17.250263,0.1425846,3.131629,48800
1986 PLAUT,11.8,0.15,149.58152,230.50466,146.76267,2.200922,0.1909493,3.1109726,48800
1987 KAPLAN,11.4,0.15,292.09111,38.147368,314.51352,23.654345,0.2279318,2.3817967,48800
1988 DELORES,13.6,0.15,238.22978,235.01644,106.5237,4.250806,0.102385,2.1537837,48800
1989 TATRY,12.1,0.15,171.54793,88.369501,25.51829,7.779541,0.0762775,2.3511315,48800
1990 PILCHER,13.14,0.15,83.102479,11.56877,193.83444,3.128522,0.0512822,2.1739853,48800
1991 DARWIN,12.9,0.15,110.01158,345.12296,328.73601,5.922475,0.2081087,2.2481172,48800
1992 GALVARINO,12.8,0.15,255.29953,90.298669,183.06946,10.554316,0.0430747,2.9968779,48800
1993 GUACOLDA,11.3,0.15,173.84953,146.45792,158.64862,11.457621,0.0657967,3.058119,48800
1994 SHANE,11.6,0.15,32.807097,88.226452,245.40347,10.226327,0.2075258,2.6790773,48800
1995 HAJEK,12.8,0.15,273.58114,132.34787,47.387682,10.818649,0.0572136,2.5277964,48800
1996 ADAMS,12.1,0.15,205.11709,354.17309,1.237899,15.134639,0.1387376,2.5591102,48800
1997 LEVERRIER,13.4,0.15,272.49692,0.431784,353.44652,6.074327,0.2068082,2.2089966,48800
1998 TITIUS,12.2,0.15,86.588787,244.90269,352.19306,7.646915,0.0642605,2.4189711,48800
1999 HIRAYAMA,10.6,0.15,202.74767,348.48398,148.60679,12.459097,0.1079123,3.1235649,48800
2000 HERSCHEL,11.25,0.15,185.63372,129.58735,292.30566,22.743409,0.2995371,2.3799779,48800
2001 EINSTEIN,12.85,0.15,18.027071,217.43471,357.23166,22.688135,0.0983395,1.93333,48800
2002 EULER,12.1,0.15,109.57457,51.576422,178.94049,8.516384,0.0688853,2.4174219,48800
2003 HARDING,11.7,0.15,213.66697,65.259385,65.027729,1.88147,0.1175951,3.0682549,48800
2004 LEXELL,12.6,0.15,264.35511,57.691172,4.798054,2.504213,0.0794258,2.1722445,48800
2005 HENCKE,12.2,0.15,114.84678,110.56553,291.60239,12.206764,0.165225,2.6238721,48800
2006 POLONSKAYA,12.6,0.15,96.096098,24.052905,1.237627,4.922205,0.1921464,2.3250912,48800
2007 MCCUSKEY,11.8,0.15,104.76353,184.30278,17.316754,3.057406,0.1166959,2.3835866,48800
2008 KONSTITUTSIYA,10.3,0.15,255.79034,207.84217,15.815327,20.675866,0.1029772,3.2110393,48800
2009 VOLOSHINA,10.8,0.15,46.742498,10.240595,107.69513,2.859542,0.1435159,3.1172361,48800
2010 CHEBYSHEV,11.62,0.15,52.39115,28.400421,9.548474,2.434856,0.1795616,3.0981865,48800
2011 VETERANIYA,12.9,0.15,343.2965,3.421935,338.9096,6.197189,0.1500331,2.3869172,48800
2012 GUOSHOU-JING,13.2,0.15,335.08354,36.367107,277.55484,2.904508,0.1784431,2.3287049,48800
2013 TUCAPEL,12.6,0.15,34.594912,237.56614,96.812332,7.509997,0.2264262,2.2896557,48800
2014 VASILEVSKIS,11.7,0.15,21.145391,82.571142,204.40062,21.409197,0.2831524,2.4033605,48800
2015 KACHUEVSKAYA,11.7,0.15,271.51916,273.63619,344.80223,11.907494,0.1048253,2.335956,48800
2016 HEINEMANN,11.4,0.15,234.23215,342.95868,17.40076,0.926745,0.185112,3.1358667,48800
2017 WESSON,12.78,0.15,127.3839,135.93353,171.55463,4.853693,0.1864991,2.2514031,48800
2018 SCHUSTER,14.5,0.15,318.45501,157.52177,186.27955,2.553199,0.192744,2.1830487,48800
2019 VAN ALBADA,11.9,0.15,39.630907,24.433005,252.49503,4.040766,0.1649066,2.2414508,48800
