Name,Magnitude H,Magnitude G,Mean anomaly,Arg. perihelion,Long. node,Inclination,Eccentricity,Semimajor axis,Epoch (MJD)
893 LEOPOLDINA,9.47,0.15,201.24151,225.40211,145.30258,17.014475,0.1465207,3.0525978,48800
894 ERDA,9.8,0.15,124.32411,114.1532,191.09738,12.719048,0.123427,3.1099905,48800
895 HELIO,8.3,0.15,162.97833,181.40674,264.88545,26.06151,0.1488452,3.1991437,48800
896 SPHINX,11.8,0.15,182.01487,1.505072,254.46593,8.190298,0.1640367,2.2848155,48800
897 LYSISTRATA,10.37,0.15,109.90375,22.149974,258.15944,14.312409,0.0936421,2.5415745,48800
898 HILDEGARD,12,0.15,148.94803,48.355357,242.39649,10.154001,0.3688205,2.7303716,48800
899 JOKASTE,10.14,0.15,282.51318,126.2678,253.03579,12.44436,0.2020599,2.9054466,48800
900 ROSALINDE,11.74,0.15,10.433022,120.82653,182.78551,11.561244,0.1608104,2.4739086,48800
901 BRUNSIA,11.35,0.15,96.586949,67.461045,265.59294,3.446927,0.2216549,2.2236259,48800
902 PROBITAS,12.3,0.15,85.098262,27.361104,353.26917,6.366206,0.1775118,2.4467247,48800
903 NEALLEY,9.8,0.15,174.33642,243.79598,159.95484,11.719167,0.0306888,3.2412063,48800
904 ROCKEFELLIA,9.9,0.15,32.261708,255.42165,198.41908,15.155416,0.0868122,2.9937682,48800
905 UNIVERSITAS,11.59,0.15,131.54396,342.80645,37.385737,5.327377,0.1527771,2.2167621,48800
906 REPSOLDA,9.5,0.15,41.035195,293.09907,40.617051,11.801682,0.0858236,2.8938551,48800
907 RHODA,9.76,0.15,198.70313,87.200847,43.494267,19.584691,0.1604143,2.8009973,48800
908 BUDA,10.69,0.15,291.57458,24.247349,85.811187,13.380038,0.146227,2.4734039,48800
909 ULLA,8.95,0.15,114.64517,230.68416,147.28308,18.837839,0.1027513,3.5383457,48800
910 ANNELIESE,10.3,0.15,133.50243,205.92435,50.396372,9.260858,0.1571237,2.9223306,48800
911 AGAMEMNON,7.89,0.15,184.43998,81.336938,337.99516,21.829865,0.0666958,5.2192974,48800
912 MARITIMA,8.4,0.15,157.94027,86.504236,34.888685,18.300423,0.1897805,3.1211765,48800
913 OTILA,11.9,0.15,123.64046,188.40942,95.140338,5.806812,0.1708853,2.1972298,48800
914 PALISANA,8.76,0.15,341.59563,48.280076,255.99772,25.253326,0.2118639,2.4574971,48800
915 COSETTE,11.7,0.15,71.668581,39.072311,9.567475,5.553123,0.1392142,2.2278907,48800
916 AMERICA,11.2,0.15,21.700008,40.694386,330.13438,11.130511,0.2365851,2.364257,48800
917 LYKA,11,0.15,326.15385,359.55735,343.78291,5.143343,0.202051,2.3810228,48800
918 ITHA,10.7,0.15,1.949378,14.710793,330.9499,12.094265,0.1900746,2.8643404,48800
919 ILSEBILL,11.3,0.15,359.4986,153.47591,230.30006,8.154493,0.085775,2.7721069,48800
920 ROGERIA,11.19,0.15,315.13497,268.47148,193.21122,11.595775,0.1027003,2.6227492,48800
921 JOVITA,10.6,0.15,0.184071,70.172895,205.40228,16.294445,0.164918,3.1910893,48800
922 SCHLUTIA,11.7,0.15,195.52265,126.24337,205.56228,7.28823,0.19147,2.6929605,48800
923 HERLUGA,11.5,0.15,51.916131,199.86662,197.92294,14.50703,0.195738,2.6146978,48800
924 TONI,9.37,0.15,158.61784,219.84434,150.78311,8.99099,0.1534656,2.9437621,48800
925 ALPHONSINA,8.33,0.15,98.569562,199.53538,299.94486,21.111358,0.0813516,2.6990324,48800
926 IMHILDE,10.3,0.15,311.4837,171.4949,49.627298,16.328937,0.1820013,2.9840678,48800
927 RATISBONA,9.54,0.15,175.65289,153.17944,8.611525,14.462493,0.0791746,3.2370868,48800
928 HILDRUN,9.4,0.15,352.95894,25.224822,130.06472,17.657325,0.152163,3.1338035,48800
929 ALGUNDE,12.1,0.15,128.44439,22.503936,231.66551,3.907427,0.1131276,2.2388376,48800
930 WESTPHALIA,11.4,0.15,261.78651,328.96886,341.25993,15.298941,0.1430192,2.4317814,48800
931 WHITTEMORA,9.26,0.15,16.528577,308.32173,112.98161,11.308382,0.2185615,3.1891328,48800
932 HOOVERIA,10,0.15,182.81162,48.068259,15.420821,8.130728,0.0914005,2.4194551,48800
933 SUSI,11.8,0.15,330.97965,12.203495,141.63015,5.532753,0.164365,2.3688362,48800
934 THURINGIA,10.3,0.15,227.15475,63.867742,325.92334,14.112767,0.2181462,2.746449,48800
935 CLIVIA,12.9,0.15,214.89926,57.694648,346.77411,4.029514,0.1467482,2.2183792,48800
936 KUNIGUNDE,10,0.15,350.00653,257.01839,62.350393,2.371345,0.176275,3.1327252,48800
937 BETHGEA,11.83,0.15,214.92363,71.650919,244.01588,3.693765,0.2171194,2.2324968,48800
938 CHLOSINDE,10.8,0.15,266.99015,228.43824,119.25133,2.665082,0.1883173,3.1568235,48800
939 ISBERGA,12.14,0.15,134.50188,5.405164,327.43715,2.592336,0.1772664,2.2466028,48800
940 KORDULA,9.55,0.15,221.89576,271.41219,68.707897,6.205789,0.1752239,3.3640677,48800
941 MURRAY,11.55,0.15,155.85507,334.60294,52.653695,6.632283,0.194863,2.7865193,48800
942 ROMILDA,10.3,0.15,260.17749,322.34641,71.671452,10.583352,0.1775187,3.1509286,48800
943 BEGONIA,9.77,0.15,290.35994,2.79323,114.36516,12.018278,0.1982189,3.1349887,48800
944 HIDALGO,10.77,0.15,31.606554,57.349374,21.654596,42.463263,0.6576896,5.838292,48800
945 BARCELONA,10.13,0.15,250.78444,161.21457,318.51483,32.815301,0.160947,2.6392603,48800
946 POESIA,10.42,0.15,2.365024,41.130176,69.736589,1.435333,0.1343659,3.1232917,48800
947 MONTEROSA,9.8,0.15,321.72357,338.02735,48.703832,6.71449,0.2506214,2.7509825,48800
948 JUCUNDA,11.3,0.15,178.38019,161.44204,357.78599,8.616087,0.1528153,3.043368,48800
949 HEL,9.7,0.15,221.49873,249.61668,321.71284,10.700648,0.2005285,2.9951117,48800
950 AHRENSA,11.6,0.15,199.6624,347.34006,181.97579,23.488578,0.159841,2.3714313,48800
951 GASPRA,11.46,0.15,353.25652,129.01988,253.43744,4.097469,0.1738162,2.2097242,48800
952 CAIA,9.2,0.15,240.93181,355.34668,18.826721,10.052243,0.2504607,2.9826773,48800
953 PAINLEVA,10.3,0.15,43.533627,260.00749,36.767426,8.665248,0.1902754,2.7873153,48800
954 LI,9.94,0.15,275.07518,151.44607,163.49516,1.159383,0.1567232,3.1449117,48800
955 ALSTEDE,11.1,0.15,17.680526,282.45886,351.74908,10.677731,0.2923217,2.5921348,48800
956 ELISA,12.6,0.15,131.2589,124.64006,192.99833,5.95278,0.2053134,2.297335,48800
957 CAMELIA,9.7,0.15,343.24606,224.90407,233.18051,14.766641,0.0804485,2.9195646,48800
958 ASPLINDA,10.71,0.15,324.1273,95.63335,343.88572,5.651535,0.1891939,3.9683182,48800
959 ARNE,10.2,0.15,123.04196,331.40267,59.521695,4.469565,0.2002172,3.2083936,48800
960 BIRGIT,12.9,0.15,22.091657,87.467128,249.55184,3.021425,0.1661237,2.2482787,48800
961 GUNNIE,11.3,0.15,68.409477,283.83656,27.0695,10.996051,0.0939268,2.6924482,48800
962 ASLOG,11.52,0.15,117.68645,223.0996,145.88361,2.597173,0.0971552,2.9069247,48800
963 IDUBERGA,12.49,0.15,324.05198,4.838042,62.680055,7.984965,0.1372397,2.2477698,48800
964 SUBAMARA,10.9,0.15,83.978145,9.160266,31.144972,9.045079,0.1097304,3.0557714,48800
965 ANGELICA,9.8,0.15,161.02234,47.837474,41.636187,21.49203,0.2884247,3.1420603,48800
966 MUSCHI,9.91,0.15,80.890786,178.89742,72.784852,14.406665,0.1295657,2.7198216,48800
967 HELIONAPE,12.1,0.15,187.12668,231.26969,82.602717,5.416885,0.1686334,2.2256741,48800
968 PETUNIA,10.01,0.15,106.00798,295.92617,209.35348,11.552813,0.1385737,2.8648227,48800
969 LEOCADIA,12.57,0.15,119.33533,89.762007,288.70003,2.302074,0.2025822,2.4643684,48800
970 PRIMULA,12.5,0.15,86.176538,93.271329,312.0165,5.043927,0.2670581,2.5642576,48800
971 ALSATIA,10.05,0.15,133.38399,6.229976,83.912997,13.785315,0.163909,2.6385505,48800
972 COHNIA,9.5,0.15,119.20248,91.095309,282.95739,8.358023,0.2248957,3.0719251,48800
973 ARALIA,9.6,0.15,113.59816,92.865599,348.76872,15.792883,0.1055069,3.217455,48800
974 LIOBA,10.3,0.15,275.39715,301.95118,86.845259,5.46709,0.1122372,2.5330958,48800
975 PERSEVERANTIA,10.41,0.15,347.70433,56.197575,39.025704,2.566161,0.031504,2.8332155,48800
976 BENJAMINA,9.22,0.15,108.19905,302.5153,245.72164,7.579135,0.0993462,3.2044128,48800
977 PHILIPPA,9.67,0.15,303.28292,97.597509,76.218611,15.182463,0.0272069,3.1161357,48800
978 AIDAMINA,9.73,0.15,3.660514,134.18898,216.84134,21.669195,0.2389206,3.1917684,48800
979 ILSEWA,9.8,0.15,141.67193,106.57462,232.08022,10.029996,0.1414976,3.1547986,48800
980 ANACOSTIA,7.85,0.06,206.47391,69.850744,286.19749,15.884947,0.2011766,2.7422886,48800
981 MARTINA,10.57,0.15,260.80497,300.52137,46.219926,2.069632,0.1996782,3.0986263,48800
982 FRANKLINA,9.9,0.15,325.19469,351.82327,299.60847,13.61754,0.226681,3.0766191,48800
983 GUNILA,9.58,0.15,213.53277,352.3791,251.15078,14.855634,0.1002537,3.154848,48800
984 GRETIA,9.03,0.15,294.85586,54.689943,314.7471,9.119541,0.1974478,2.802606,48800
985 ROSINA,12.7,0.15,13.786788,58.768943,290.84194,4.066085,0.2779071,2.2993553,48800
986 AMELIA,9.4,0.15,202.6137,266.35484,92.916828,14.781075,0.1902418,3.1486622,48800
987 WALLIA,9.3,0.15,215.1613,13.986482,323.52592,8.84729,0.2181904,3.1675938,48800
988 APPELLA,11.2,0.15,161.87368,337.40943,42.153001,1.58078,0.2219958,3.1645452,48800
989 SCHWASSMANNIA,11.8,0.15,17.821129,164.52954,243.75756,14.684365,0.2512828,2.6596882,48800
990 YERKES,11.5,0.15,29.254548,8.515093,354.42368,8.788407,0.2165049,2.6685277,48800
991 MCDONALDA,11.12,0.15,245.89192,249.69744,63.875773,2.090851,0.1419557,3.1569958,48800
992 SWASEY,10.8,0.15,284.37328,345.18984,212.69499,10.863194,0.0949351,3.0217826,48800
993 MOULTONA,11.8,0.15,159.17087,248.3889,184.6055,1.768894,0.0493191,2.8597143,48800
994 OTTHILD,10.3,0.15,276.62919,341.50781,2.673074,15.374152,0.1157898,2.5291991,48800
995 STERNBERGA,10.3,0.15,56.443948,121.66504,222.15371,13.071326,0.1674776,2.614977,48800
996 HILARITAS,10.88,0.15,295.45764,148.81542,348.38461,0.666774,0.1316095,3.0945636,48800
997 PRISKA,12,0.15,288.17145,51.831772,247.42757,10.479855,0.1808438,2.6707155,48800
998 BODEA,11.9,0.15,142.87057,70.69524,301.99063,15.517338,0.1984423,3.1380579,48800
999 ZACHIA,11.1,0.15,98.933762,127.7174,215.30464,9.762589,0.2167548,2.6118995,48800
1000 PIAZZIA,9.8,0.15,81.549609,281.68013,324.06971,20.543983,0.2478542,3.1881455,48800
1001 GAUSSIA,9.77,0.15,344.05522,139.36678,259.86033,9.346515,0.1436731,3.1974403,48800
1002 OLBERSIA,11.1,0.15,276.55559,355.2641,344.17049,10.776645,0.1534354,2.7864949,48800
1003 LILOFEE,10.2,0.15,22.782525,319.63099,139.54399,1.834524,0.1486816,3.1497062,48800
1004 BELOPOLSKYA,9.99,0.15,337.97018,227.28044,153.96407,2.97289,0.0867535,3.4038411,48800
1005 ARAGO,9.7,0.15,47.102047,53.180147,349.85123,19.172822,0.1089775,3.1670496,48800
1006 LAGRANGEA,11.2,0.15,113.85854,80.597567,298.28753,10.990655,0.3401737,3.1781752,48800
1007 PAWLOWIA,11.5,0.15,150.25764,76.761517,307.82389,2.542964,0.1093958,2.7100362,48800
1008 LAPAZ,10.4,0.15,194.71529,22.371654,20.849898,8.947512,0.0812268,3.0894375,48800
1009 SIRENE,14.7,0.15,39.288176,184.96116,229.84649,15.755689,0.4538902,2.6283649,48800
1010 MARLENE,10.4,0.15,260.86651,278.00709,99.153267,3.909826,0.1064711,2.9289555,48800
1011 LAODAMIA,12.74,0.15,159.03701,353.18092,132.78801,5.475678,0.3470525,2.3955083,48800
1012 SAREMA,12.41,0.15,195.99401,23.409735,73.34955,4.042963,0.1333568,2.4808285,48800
1013 TOMBECKA,10.12,0.15,193.32713,98.141636,27.876358,11.887156,0.2094119,2.6841766,48800
1014 SEMPHYRA,12.1,0.15,201.35175,231.62864,252.44567,2.27212,0.1981005,2.8056319,48800
1015 CHRISTA,9.03,0.15,74.299914,272.81666,121.34247,9.459366,0.0788184,3.2086686,48800
1016 ANITRA,12,0.15,314.34812,52.555728,9.102926,6.045705,0.1275943,2.2195118,48800
1017 JACQUELINE,10.9,0.15,65.171624,65.990408,119.25331,7.943437,0.0749004,2.6059661,48800
1018 ARNOLDA,10.62,0.15,125.42209,342.67699,359.91061,7.679978,0.24894,2.5393656,48800
1019 STRACKEA,12.63,0.15,199.95734,121.80412,144.55487,26.979228,0.0714545,1.911418,48800
1020 ARCADIA,11.9,0.15,188.73664,39.363411,181.07451,4.04649,0.0425571,2.7898453,48800
1021 FLAMMARIO,8.98,0.15,125.96795,286.21358,115.97812,15.81685,0.2849814,2.7401855,48800
1022 OLYMPIADA,10.5,0.15,198.56592,125.05612,112.25773,21.063039,0.1759941,2.8033261,48800
1023 THOMANA,9.76,0.15,293.0523,197.36566,194.83837,10.052055,0.1131166,3.1623004,48800
1024 HALE,10.6,0.15,65.871591,307.26443,59.268722,16.07953,0.225352,2.8656585,48800
1025 RIEMA,12.55,0.15,86.383079,348.23819,163.525,26.862635,0.0394674,1.9789279,48800
1026 INGRID,13.3,0.15,134.18276,211.87921,104.81519,5.401945,0.1822313,2.2537507,48800
1027 AESCULAPIA,10.6,0.15,331.53762,136.71036,29.497,1.25945,0.1321637,3.1517753,48800
1028 LYDINA,9.43,0.15,313.17483,19.280095,64.517227,9.477591,0.1308038,3.3878956,48800
1029 LAPLATA,10.88,0.15,5.991134,139.09276,30.316133,2.438456,0.0287803,2.8919785,48800
1030 VITJA,10.3,0.15,159.30628,6.927548,188.36466,14.732119,0.111385,3.12946,48800
1031 ARCTICA,9.56,0.15,17.784876,304.36133,219.30982,17.610243,0.0669083,3.0468524,48800
1032 PAFURI,10,0.15,78.512615,193.05745,76.57212,9.48664,0.1405469,3.1309601,48800
1033 SIMONA,11,0.15,330.98618,213.51474,189.5965,10.654177,0.1162106,3.0029158,48800
1034 MOZARTIA,12.2,0.15,211.46741,18.173156,304.91283,3.976844,0.2627018,2.294066,48800
1035 AMATA,10.3,0.15,90.42421,323.50475,2.31517,18.105917,0.2044452,3.1348728,48800
1036 GANYMED,9.45,0.3,210.14184,132.02335,215.91202,26.537396,0.537457,2.6643595,48800
1037 DAVIDWEILLA,13.6,0.15,14.920704,169.01843,200.92032,5.893285,0.1915805,2.2547295,48800
1038 TUCKIA,10.82,0.15,270.38759,306.66028,58.394154,9.228261,0.2300857,3.9546414,48800
1039 SONNEBERGA,11.1,0.15,18.885137,323.09849,222.11453,4.539592,0.061373,2.6800061,48800
1040 KLUMPKEA,10.9,0.15,113.43069,160.20274,280.36229,16.677021,0.1924219,3.1125754,48800
1041 ASTA,9.9,0.15,327.34533,338.85517,60.651233,13.939119,0.148143,3.0707626,48800
1042 AMAZONE,9.8,0.15,105.46441,292.27677,52.817126,20.694954,0.1053234,3.2265328,48800
1043 BEATE,9.79,0.15,15.427042,166.33462,159.71397,8.914228,0.0480285,3.0924968,48800
1044 TEUTONIA,10.9,0.15,116.26286,226.42678,60.20718,4.268558,0.1425714,2.5755041,48800
1045 MICHELA,12.9,0.15,223.20658,164.69206,269.48087,0.260064,0.1583476,2.3587706,48800
1046 EDWIN,10.2,0.15,52.880308,51.277209,11.137031,7.919121,0.0595228,2.9843161,48800
1047 GEISHA,11.86,0.15,75.047125,299.50964,78.502789,5.663872,0.192298,2.2408554,48800
1048 FEODOSIA,9.75,0.15,187.00481,183.57101,53.087005,15.85026,0.1839894,2.7288912,48800
1049 GOTHO,12,0.15,78.112627,35.707869,343.53607,15.15509,0.1285272,3.0965323,48800
1050 META,12,0.15,215.45045,66.017654,342.6166,12.517479,0.1776892,2.6236963,48800
1051 MEROPE,9.9,0.15,228.89277,144.92103,181.35113,23.378113,0.0920934,3.2247486,48800
1052 BELGICA,11.97,0.15,348.35662,297.0143,99.811422,4.694242,0.1434321,2.2361331,48800
1053 VIGDIS,12.4,0.15,250.5509,40.921542,18.034865,8.334431,0.0978549,2.6144793,48800
1054 FORSYTIA,10.3,0.15,147.24446,295.11236,86.269764,10.84521,0.1345758,2.9258717,48800
1055 TYNKA,12,0.15,228.20495,176.11923,147.34398,5.270004,0.2073839,2.1993812,48800
1056 AZALEA,11.7,0.15,23.585132,212.20912,104.34701,5.42678,0.1782882,2.2300359,48800
1057 WANDA,10.96,0.15,181.31674,112.50463,259.13699,3.51231,0.2470463,2.8954963,48800
1058 GRUBBA,11.98,0.15,183.95656,93.611268,222.14818,3.686715,0.1876508,2.1965042,48800
1059 MUSSORGSKIA,10.7,0.15,221.21753,87.198537,200.76962,10.101214,0.1842227,2.6440176,48800
1060 MAGNOLIA,12.7,0.15,3.947817,84.347109,221.44121,5.916173,0.2018623,2.2378895,48800
1061 PAEONIA,12.09,0.15,24.770017,300.08436,91.798921,2.491478,0.2174035,3.1231926,48800
1062 LJUBA,9.85,0.15,249.77728,94.005159,342.05142,5.605064,0.0700071,3.0068328,48800
1063 AQUILEGIA,11.38,0.15,188.32335,106.86823,95.560426,5.975312,0.0392679,2.3141979,48800
1064 AETHUSA,10.5,0.15,92.159194,19.518426,280.87152,9.466304,0.1734808,2.5444414,48800
1065 AMUNDSENIA,13.2,0.15,58.194435,353.06971,330.58596,8.387774,0.2995261,2.359048,48800
1066 LOBELIA,12.5,0.15,231.3276,17.042931,345.46676,4.820966,0.2087949,2.4023918,48800
1067 LUNARIA,10.99,0.15,159.40258,114.2407,290.15195,10.543949,0.1929283,2.8699125,48800
1068 NOFRETETE,10.54,0.15,225.15388,264.36242,319.49462,5.507774,0.0969786,2.9064087,48800
1069 PLANCKIA,9.3,0.15,233.79377,35.645002,142.76975,13.548393,0.103123,3.1313321,48800
1070 TUNICA,10.6,0.15,153.2067,175.93784,165.79422,17.032824,0.0854331,3.2286851,48800
1071 BRITA,10.1,0.15,286.96725,26.150642,52.89404,5.382608,0.1098445,2.8017789,48800
1072 MALVA,10.5,0.15,179.85494,27.784968,37.196744,8.033966,0.2434716,3.1597022,48800
1073 GELLIVARA,11.9,0.15,83.435522,289.98636,39.638479,1.619696,0.2041687,3.1659718,48800
1074 BELJAWSKYA,10,0.15,58.7024,21.240239,38.145761,0.82232,0.1616542,3.1669703,48800
1075 HELINA,10.15,0.15,218.83244,253.8902,101.09557,11.514212,0.1100885,3.0145813,48800
1076 VIOLA,12.3,0.15,262.1229,303.12853,144.04814,3.313689,0.1424373,2.4755884,48800
1077 CAMPANULA,12.2,0.15,287.63908,13.434792,346.56884,5.408056,0.1990695,2.391735,48800
1078 MENTHA,11.8,0.15,10.52195,43.307308,94.071797,7.373545,0.1381045,2.2700601,48800
1079 MIMOSA,11.2,0.15,194.42884,103.71925,330.08374,1.186908,0.0493307,2.8725289,48800
1080 ORCHIS,12.2,0.15,29.025129,57.005673,2.250129,4.598158,0.2556909,2.4199868,48800
1081 RESEDA,11.3,0.15,303.4309,4.777207,31.089321,4.233176,0.1590921,3.0881765,48800
1082 PIROLA,10.41,0.15,285.03291,189.96283,148.10633,1.847885,0.1759531,3.1261439,48800
1083 SALVIA,12,0.15,61.243452,31.898387,81.017291,5.138361,0.1822605,2.3293742,48800
1084 TAMARIWA,10.78,0.15,227.70016,108.11649,187.32395,3.887955,0.1296855,2.6909865,48800
1085 AMARYLLIS,9.4,0.15,250.89791,120.62445,140.34605,6.63865,0.0578039,3.1826246,48800
1086 NATA,9.3,0.15,50.020468,172.40591,313.6118,8.352228,0.0550295,3.1654408,48800
1087 ARABIS,9.73,0.15,77.020945,28.940172,30.7554,10.060358,0.0881795,3.0177866,48800
1088 MITAKA,11.39,0.15,305.55308,319.06722,54.696116,7.652576,0.1964465,2.2013818,48800
1089 TAMA,11.6,0.15,210.65923,353.93509,71.635584,3.730094,0.127653,2.2136632,48800
1090 SUMIDA,12.49,0.15,290.2828,337.22833,148.22595,21.521809,0.2218306,2.3586805,48800
1091 SPIRAEA,10.6,0.15,117.72134,13.290334,80.685756,1.157666,0.0520098,3.4235239,48800
1092 LILIUM,10.82,0.15,168.40771,313.75641,308.25244,5.396679,0.084226,2.8995323,48800
1093 FREDA,8.83,0.15,338.7237,252.52475,55.793156,25.175049,0.2666711,3.1377033,48800
1094 SIBERIA,11.9,0.15,149.47637,308.79076,149.33555,13.99954,0.1361228,2.5440445,48800
1095 TULIPA,10.42,0.15,235.19527,5.324194,179.00139,10.020705,0.021485,3.0242583,48800
1096 REUNERTA,10.3,0.15,65.343084,247.21057,81.612384,9.486341,0.1913993,2.6015665,48800
1097 VICIA,11.7,0.15,321.14097,176.54084,133.87619,1.528098,0.2973246,2.6386266,48800
1098 HAKONE,10.2,0.15,116.58086,81.08853,329.43388,13.395534,0.1168346,2.6906558,48800
1099 FIGNERIA,10.4,0.15,121.78713,340.15536,23.617317,11.712443,0.2737171,3.1892131,48800
1100 ARNICA,11,0.15,12.180657,21.258066,304.99476,1.037461,0.0702958,2.8980912,48800
1101 CLEMATIS,10.1,0.15,22.413668,116.04618,202.33245,21.349023,0.074691,3.2368348,48800
1102 PEPITA,9.4,0.15,18.619464,116.94739,217.01499,15.814245,0.120962,3.064492,48800
1103 SEQUOIA,12.25,0.15,294.73484,77.704016,267.82529,17.897399,0.0946585,1.933512,48800
1104 SYRINGA,12.5,0.15,340.14412,276.14191,129.42397,6.417324,0.3476386,2.6272761,48800
1105 FRAGARIA,10.09,0.15,143.23602,221.07533,117.50847,10.965782,0.1002047,3.0125619,48800
1106 CYDONIA,12,0.15,20.067083,228.0984,328.59781,13.109895,0.122464,2.5975606,48800
1107 LICTORIA,9.1,0.15,114.52594,356.01783,111.08439,7.066626,0.129112,3.1785144,48800
1108 DEMETER,11.91,0.15,209.7003,77.225546,234.71293,24.920285,0.2579288,2.4269025,48800
1109 TATA,10.06,0.15,303.46068,349.20278,268.94335,4.155216,0.1125234,3.2154239,48800
1110 JAROSLAWA,11.8,0.15,122.19793,77.833004,242.19226,5.852432,0.2421468,2.2176427,48800
1111 REINMUTHIA,10.67,0.15,24.317423,231.47764,132.88244,3.883315,0.1013796,2.9928112,48800
1112 POLONIA,10.05,0.15,7.887927,82.158211,303.61812,8.992249,0.1058333,3.0202538,48800
1113 KATJA,9.4,0.15,123.22824,122.22525,324.87504,13.300316,0.1460754,3.1061254,48800
1114 LORRAINE,9.9,0.15,270.41658,204.08462,196.0783,10.725713,0.0835308,3.090254,48800
1115 SABAUDA,9.3,0.15,208.48076,51.107494,72.792092,15.363214,0.1673128,3.1052607,48800
1116 CATRIONA,9.7,0.15,335.03412,81.942203,357.10673,16.55786,0.2249106,2.927177,48800
1117 REGINITA,11.9,0.15,75.302113,150.75099,147.34259,4.338704,0.1981829,2.2476603,48800
1118 HANSKYA,9.5,0.15,168.53767,335.54094,319.43498,14.028374,0.0587599,3.2050528,48800
1119 EUBOEA,11.2,0.15,203.83809,229.39709,57.623401,7.85711,0.1519774,2.6127769,48800
1120 CANNONIA,12.8,0.15,106.4516,219.16394,158.84828,4.045381,0.1550285,2.216568,48800
1121 NATASCHA,11.8,0.15,214.37982,50.244591,358.23133,6.156728,0.1599161,2.5453598,48800
1122 NEITH,12,0.15,36.393569,327.8599,63.592497,4.742263,0.2591414,2.6050778,48800
1123 SHAPLEYA,11.7,0.15,55.975655,316.8628,80.133713,6.418818,0.1562311,2.224963,48800
1124 STROOBANTIA,10.67,0.15,330.453,272.52028,22.604258,7.791991,0.0307492,2.9266626,48800
1125 CHINA,11.2,0.15,15.515927,12.545956,97.371726,3.038504,0.2111057,3.1359479,48800
1126 OTERO,12.1,0.15,164.0434,135.55255,1.332082,6.509153,0.1469982,2.2720922,48800
1127 MIMI,10.95,0.15,113.29395,281.54643,129.04375,14.763967,0.2615282,2.5972678,48800
1128 ASTRID,10.7,0.15,98.329956,236.14838,59.420772,1.019565,0.0469748,2.786974,48800
1129 NEUJMINA,10.2,0.15,285.70966,133.9258,269.98134,8.616068,0.0872374,3.021408,48800
1130 SKULD,12.1,0.15,328.37571,113.44359,216.46988,2.162416,0.1979352,2.2285678,48800
1131 PORZIA,13,0.15,319.74381,247.72797,100.89695,3.230726,0.2868498,2.2280057,48800
1132 HOLLANDIA,10.6,0.15,120.99875,268.75127,30.479698,7.241507,0.2751907,2.6848665,48800
1133 LUGDUNA,12.22,0.15,142.25954,306.24756,58.462508,5.376169,0.1869215,2.1868166,48800
1134 KEPLER,14.3,0.15,105.03412,331.84277,6.516149,15.187161,0.4662799,2.6828924,48800
1135 COLCHIS,10.2,0.15,165.27606,3.12883,351.18143,4.558081,0.1137641,2.6685102,48800
1136 MERCEDES,11,0.15,125.78626,147.68554,209.74706,8.951589,0.2580385,2.5655341,48800
1137 RAISSA,10.74,0.15,249.81317,277.28818,78.587865,4.32367,0.0968819,2.4234018,48800
1138 ATTICA,11.3,0.15,109.20292,99.681734,284.28413,14.001843,0.0629885,3.1503015,48800
1139 ATAMI,12.51,0.15,14.692357,206.26407,213.5364,13.087713,0.255196,1.9473991,48800
1140 CRIMEA,10.28,0.15,259.54067,310.31472,72.481929,14.129058,0.1131543,2.7710379,48800
1141 BOHMIA,13.9,0.15,155.20054,275.65451,105.74056,4.273967,0.1648938,2.2713885,48800
1142 AETOLIA,10.3,0.15,292.46642,95.164436,139.61795,2.096981,0.0975479,3.1787718,48800
1143 ODYSSEUS,7.93,0.15,134.13068,235.51599,221.37636,3.133066,0.0922791,5.2511515,48800
1144 ODA,10,0.15,324.10755,222.04348,157.63573,9.654666,0.0782984,3.7635445,48800
1145 ROBELMONTE,11.1,0.15,185.19009,267.94227,347.03075,6.224189,0.117147,2.4240968,48800
1146 BIARMIA,9.8,0.15,286.58622,61.198852,214.7964,17.142474,0.244526,3.0569674,48800
1147 STAVROPOLIS,12,0.15,142.16877,15.195997,265.53972,3.880797,0.2320607,2.2704009,48800
1148 RARAHU,10.15,0.15,343.35262,177.16855,145.76476,10.844982,0.1149917,3.0142385,48800
1149 VOLGA,10.57,0.15,221.8195,115.46121,261.97345,11.741998,0.0974925,2.8969622,48800
1150 ACHAIA,13.2,0.15,133.62299,138.70928,206.90239,2.382714,0.2044202,2.1910046,48800
1151 ITHAKA,12.7,0.15,302.26291,122.57634,225.64398,6.561548,0.2774245,2.4054351,48800
1152 PAWONA,11.3,0.15,117.62551,218.17306,332.36206,5.080484,0.0429165,2.4267611,48800
1153 WALLENBERGIA,12.1,0.15,331.06621,28.502648,280.83856,3.333406,0.1601021,2.1957948,48800
1154 ASTRONOMIA,10.51,0.15,34.049984,179.80945,83.233996,4.551871,0.066475,3.3869586,48800
1155 AENNA,11.5,0.15,169.60255,193.59455,39.282303,6.605072,0.1621964,2.464401,48800
1156 KIRA,11.8,0.15,136.58096,353.87114,91.148154,1.398538,0.0469531,2.2367644,48800
1157 ARABIA,10,0.15,36.472152,317.29996,336.42801,9.539791,0.1387239,3.1894203,48800
1158 LUDA,10.8,0.15,56.232464,55.58236,345.09157,14.879805,0.1113447,2.5638821,48800
1159 GRANADA,11.55,0.15,84.78092,313.54786,348.09373,13.055211,0.0586731,2.3795584,48800
